ncrna_id,symbol,disease_id,context_id,translational_score,relevance_score,mean_abs_log2fc,sig_rate,de_consistency,mean_tau,log_tpm_disease,label,confidence_tier,task_type,label_source,dataset_id,notes
LNCRNA_3527,MRPL1,DIS_001,CTX_001,0.1799,0.6136,1.144385,1.0,1.0,0.0,2.484964,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1275,CHI3L1,DIS_001,CTX_001,0.1799,0.6146,1.163717,1.0,1.0,0.0,2.411579,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6892,DNAJA1,DIS_001,CTX_001,0.1799,0.5826,0.531624,1.0,1.0,0.0,4.762611,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12993,SLC44A2,DIS_001,CTX_001,0.1799,0.599,0.855634,1.0,1.0,0.0,3.553786,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12269,DTNA,DIS_001,CTX_001,0.1799,0.637,1.608708,1.0,1.0,0.0,0.749616,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9074,TNS2,DIS_001,CTX_001,0.1799,0.5887,0.652274,1.0,1.0,0.0,4.309435,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8397,SLC16A9,DIS_001,CTX_001,0.1799,0.6291,1.453518,1.0,1.0,0.0,1.326424,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0844,LIX1L,DIS_001,CTX_001,0.1799,0.605,0.975695,1.0,1.0,0.0,3.103542,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5105,UTRN,DIS_001,CTX_001,0.1798,0.5974,0.824949,1.0,1.0,0.0,3.661917,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12697,STX16,DIS_001,CTX_001,0.1798,0.6162,1.19859,1.0,1.0,0.0,2.268846,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8125,ATP5MG,DIS_001,CTX_001,0.1798,0.5893,0.66576,1.0,1.0,0.0,4.251102,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5539,SEM1,DIS_001,CTX_001,0.1798,0.5927,0.732313,1.0,1.0,0.0,4.002545,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8958,CCDC91,DIS_001,CTX_001,0.1798,0.6172,1.218883,1.0,1.0,0.0,2.187951,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14257,AGPAT3,DIS_001,CTX_001,0.1798,0.5742,0.36749,1.0,1.0,0.0,5.350894,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8414,PBLD,DIS_001,CTX_001,0.1798,0.5707,0.299155,1.0,1.0,0.0,5.60385,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6886,ACO1,DIS_001,CTX_001,0.1798,0.572,0.323672,1.0,1.0,0.0,5.511935,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7970,CAPN5,DIS_001,CTX_001,0.1798,0.5827,0.536447,1.0,1.0,0.0,4.719171,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7619,TSPAN18,DIS_001,CTX_001,0.1797,0.6122,1.122473,1.0,1.0,0.0,2.535563,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1324,C4BPB,DIS_001,CTX_001,0.1797,0.5842,0.566979,1.0,1.0,0.0,4.602178,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9667,INTS6,DIS_001,CTX_001,0.1797,0.6122,1.123138,1.0,1.0,0.0,2.5308,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3856,BASP1,DIS_001,CTX_001,0.1797,0.6104,1.085984,1.0,1.0,0.0,2.667039,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7423,POLR2L,DIS_001,CTX_001,0.1797,0.5964,0.809668,1.0,1.0,0.0,3.694961,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2299,TNS1,DIS_001,CTX_001,0.1797,0.5812,0.508895,1.0,1.0,0.0,4.814042,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0155,SPEN,DIS_001,CTX_001,0.1797,0.5943,0.768424,1.0,1.0,0.0,3.845884,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7238,BBLN,DIS_001,CTX_001,0.1797,0.6165,1.208447,1.0,1.0,0.0,2.205228,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9640,LCP1,DIS_001,CTX_001,0.1797,0.5846,0.577997,1.0,1.0,0.0,4.548351,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9410,PLBD2,DIS_001,CTX_001,0.1797,0.5888,0.659826,1.0,1.0,0.0,4.24349,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12013,KCNJ2,DIS_001,CTX_001,0.1797,0.6296,1.469418,1.0,1.0,0.0,1.224647,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4422,TMED9,DIS_001,CTX_001,0.1797,0.5845,0.576043,1.0,1.0,0.0,4.549686,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1285,ETNK2,DIS_001,CTX_001,0.1796,0.5706,0.300521,1.0,1.0,0.0,5.57186,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3939,IL6ST,DIS_001,CTX_001,0.1796,0.573,0.349928,1.0,1.0,0.0,5.383066,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11071,GNAO1,DIS_001,CTX_001,0.1796,0.5889,0.664848,1.0,1.0,0.0,4.209907,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5370,AEBP1,DIS_001,CTX_001,0.1796,0.6034,0.952021,1.0,1.0,0.0,3.138377,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9885,SPTSSA,DIS_001,CTX_001,0.1796,0.6044,0.973122,1.0,1.0,0.0,3.058782,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2800,FLNB,DIS_001,CTX_001,0.1796,0.5763,0.41689,1.0,1.0,0.0,5.121993,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8233,AKR1C1,DIS_001,CTX_001,0.1795,0.5693,0.279306,1.0,1.0,0.0,5.632494,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7277,FNBP1,DIS_001,CTX_001,0.1795,0.5979,0.844949,1.0,1.0,0.0,3.525284,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12667,CEBPB,DIS_001,CTX_001,0.1795,0.5849,0.587579,1.0,1.0,0.0,4.482389,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3974,PIK3R1,DIS_001,CTX_001,0.1795,0.575,0.391832,1.0,1.0,0.0,5.207508,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8934,ABCC9,DIS_001,CTX_001,0.1795,0.5862,0.615437,1.0,1.0,0.0,4.374206,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5611,MOGAT3,DIS_001,CTX_001,0.1795,0.6261,1.406313,1.0,1.0,0.0,1.42845,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8437,PPA1,DIS_001,CTX_001,0.1795,0.5927,0.743378,1.0,1.0,0.0,3.894663,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9442,DYNLL1,DIS_001,CTX_001,0.1795,0.596,0.810041,1.0,1.0,0.0,3.642471,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10432,CGNL1,DIS_001,CTX_001,0.1795,0.5738,0.37034,1.0,1.0,0.0,5.279132,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3960,SREK1IP1,DIS_001,CTX_001,0.1795,0.6098,1.084122,1.0,1.0,0.0,2.619348,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8356,CXCL12,DIS_001,CTX_001,0.1795,0.5729,0.352967,1.0,1.0,0.0,5.337923,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14106,PPARA,DIS_001,CTX_001,0.1794,0.5784,0.461895,1.0,1.0,0.0,4.931333,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9152,NACA,DIS_001,CTX_001,0.1794,0.5708,0.312613,1.0,1.0,0.0,5.486344,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7126,TXN,DIS_001,CTX_001,0.1794,0.5826,0.546639,1.0,1.0,0.0,4.610084,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2207,MYO1B,DIS_001,CTX_001,0.1794,0.5676,0.250119,1.0,1.0,0.0,5.709588,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3068,SLC9A9,DIS_001,CTX_001,0.1794,0.6115,1.119303,1.0,1.0,0.0,2.473919,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0936,NPR1,DIS_001,CTX_001,0.1794,0.6081,1.052104,1.0,1.0,0.0,2.723463,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2751,RPL29,DIS_001,CTX_001,0.1794,0.5683,0.264011,1.0,1.0,0.0,5.657001,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8187,STT3A,DIS_001,CTX_001,0.1794,0.5802,0.500645,1.0,1.0,0.0,4.773475,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14132,PPP6R2,DIS_001,CTX_001,0.1794,0.5824,0.543306,1.0,1.0,0.0,4.613837,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1016,HDGF,DIS_001,CTX_001,0.1794,0.5722,0.342433,1.0,1.0,0.0,5.360649,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9189,CTDSP2,DIS_001,CTX_001,0.1794,0.5772,0.442057,1.0,1.0,0.0,4.988946,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13165,UBA52,DIS_001,CTX_001,0.1794,0.5701,0.300655,1.0,1.0,0.0,5.512169,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11572,SLC47A1,DIS_001,CTX_001,0.1793,0.5708,0.315322,1.0,1.0,0.0,5.449883,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12912,TNFSF14,DIS_001,CTX_001,0.1793,0.629,1.469973,1.0,1.0,0.0,1.15157,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3812,SDHA,DIS_001,CTX_001,0.1793,0.5699,0.298758,1.0,1.0,0.0,5.511371,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8817,MRPL51,DIS_001,CTX_001,0.1793,0.5939,0.77419,1.0,1.0,0.0,3.739667,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13257,USF2,DIS_001,CTX_001,0.1793,0.5824,0.547112,1.0,1.0,0.0,4.583573,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13512,ARHGAP35,DIS_001,CTX_001,0.1793,0.5758,0.415268,1.0,1.0,0.0,5.073375,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2412,LRRFIP1,DIS_001,CTX_001,0.1793,0.5903,0.704463,1.0,1.0,0.0,3.995138,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7478,DNHD1,DIS_001,CTX_001,0.1793,0.6381,1.651433,1.0,1.0,0.0,0.469856,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2797,ARF4,DIS_001,CTX_001,0.1793,0.5901,0.698842,1.0,1.0,0.0,4.015293,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7310,SURF4,DIS_001,CTX_001,0.1793,0.5695,0.291766,1.0,1.0,0.0,5.528719,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6537,CYP7A1,DIS_001,CTX_001,0.1793,0.5906,0.709281,1.0,1.0,0.0,3.974476,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4228,ANKHD1,DIS_001,CTX_001,0.1793,0.6389,1.6678,1.0,1.0,0.0,0.40558,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7083,ANP32B,DIS_001,CTX_001,0.1792,0.5876,0.650746,1.0,1.0,0.0,4.187219,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8206,TMEM45B,DIS_001,CTX_001,0.1792,0.6073,1.041692,1.0,1.0,0.0,2.729604,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5477,FGL2,DIS_001,CTX_001,0.1792,0.5962,0.823603,1.0,1.0,0.0,3.538197,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1122,MPC2,DIS_001,CTX_001,0.1792,0.5764,0.430702,1.0,1.0,0.0,4.99919,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13080,PRKACA,DIS_001,CTX_001,0.1792,0.5811,0.523854,1.0,1.0,0.0,4.652147,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5343,AOAH,DIS_001,CTX_001,0.1792,0.6096,1.089063,1.0,1.0,0.0,2.546468,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7012,GKAP1,DIS_001,CTX_001,0.1792,0.6245,1.384908,1.0,1.0,0.0,1.444001,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8766,FUOM,DIS_001,CTX_001,0.1792,0.5844,0.59064,1.0,1.0,0.0,4.398353,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13370,PLD3,DIS_001,CTX_001,0.1792,0.5775,0.45252,1.0,1.0,0.0,4.911293,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11165,EDC4,DIS_001,CTX_001,0.1792,0.6106,1.110225,1.0,1.0,0.0,2.462425,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6598,IMPA1,DIS_001,CTX_001,0.1792,0.6157,1.211396,1.0,1.0,0.0,2.082116,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12970,OLFM2,DIS_001,CTX_001,0.1792,0.5853,0.608332,1.0,1.0,0.0,4.32519,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0564,PRKAA2,DIS_001,CTX_001,0.1791,0.6297,1.489371,1.0,1.0,0.0,1.041394,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9400,RPL6,DIS_001,CTX_001,0.1791,0.5762,0.430002,1.0,1.0,0.0,4.984821,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7181,STOM,DIS_001,CTX_001,0.1791,0.5691,0.290285,1.0,1.0,0.0,5.500942,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13215,UQCRFS1,DIS_001,CTX_001,0.1791,0.5948,0.799195,1.0,1.0,0.0,3.603695,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11602,ALDOC,DIS_001,CTX_001,0.1791,0.5865,0.635531,1.0,1.0,0.0,4.211896,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4380,DUSP1,DIS_001,CTX_001,0.1791,0.6003,0.908032,1.0,1.0,0.0,3.197323,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6531,RPS20,DIS_001,CTX_001,0.1791,0.5673,0.255803,1.0,1.0,0.0,5.621369,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13106,CYP4F11,DIS_001,CTX_001,0.1791,0.5772,0.451711,1.0,1.0,0.0,4.88942,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8848,C1RL,DIS_001,CTX_001,0.179,0.5703,0.314952,1.0,1.0,0.0,5.394736,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3114,CCNL1,DIS_001,CTX_001,0.179,0.618,1.260468,1.0,1.0,0.0,1.874946,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4210,SIL1,DIS_001,CTX_001,0.179,0.584,0.587422,1.0,1.0,0.0,4.37987,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11932,MTMR4,DIS_001,CTX_001,0.179,0.5848,0.603439,1.0,1.0,0.0,4.317316,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6220,LAMP2,DIS_001,CTX_001,0.179,0.5684,0.279786,1.0,1.0,0.0,5.51813,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3066,U2SURP,DIS_001,CTX_001,0.179,0.6031,0.966349,1.0,1.0,0.0,2.961152,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7240,DNM1,DIS_001,CTX_001,0.179,0.6122,1.148031,1.0,1.0,0.0,2.280692,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8616,NDUFB8,DIS_001,CTX_001,0.179,0.6086,1.077683,1.0,1.0,0.0,2.541512,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5062,VNN1,DIS_001,CTX_001,0.179,0.5748,0.40792,1.0,1.0,0.0,5.030992,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7015,HNRNPK,DIS_001,CTX_001,0.179,0.5691,0.294222,1.0,1.0,0.0,5.452641,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9834,DHRS4L2,DIS_001,CTX_001,0.1789,0.5997,0.903027,1.0,1.0,0.0,3.178508,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8541,PPP1R3C,DIS_001,CTX_001,0.1789,0.5783,0.47845,1.0,1.0,0.0,4.758812,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9287,NTN4,DIS_001,CTX_001,0.1789,0.5993,0.895048,1.0,1.0,0.0,3.20752,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4370,LCP2,DIS_001,CTX_001,0.1789,0.6046,0.999983,1.0,1.0,0.0,2.815433,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6639,UQCRB,DIS_001,CTX_001,0.1789,0.5809,0.530322,1.0,1.0,0.0,4.563176,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7376,TUBB4B,DIS_001,CTX_001,0.1789,0.5865,0.641597,1.0,1.0,0.0,4.148722,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4054,COX7C,DIS_001,CTX_001,0.1789,0.5776,0.465621,1.0,1.0,0.0,4.803395,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5058,ENPP1,DIS_001,CTX_001,0.1789,0.58,0.513719,1.0,1.0,0.0,4.624329,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9061,ACVRL1,DIS_001,CTX_001,0.1789,0.6129,1.165537,1.0,1.0,0.0,2.197884,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0549,TMEM59,DIS_001,CTX_001,0.1789,0.5689,0.29337,1.0,1.0,0.0,5.444141,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1588,HADHA,DIS_001,CTX_001,0.1789,0.5649,0.214086,1.0,1.0,0.0,5.734028,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0806,ATP1A1,DIS_001,CTX_001,0.1789,0.5694,0.304181,1.0,1.0,0.0,5.398109,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2707,DAG1,DIS_001,CTX_001,0.1789,0.579,0.494018,1.0,1.0,0.0,4.689354,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9041,GPD1,DIS_001,CTX_001,0.1789,0.5713,0.341147,1.0,1.0,0.0,5.257818,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0212,C1QA,DIS_001,CTX_001,0.1788,0.5805,0.523981,1.0,1.0,0.0,4.572829,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2781,DCP1A,DIS_001,CTX_001,0.1788,0.617,1.247683,1.0,1.0,0.0,1.878525,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1854,GGCX,DIS_001,CTX_001,0.1788,0.5664,0.24612,1.0,1.0,0.0,5.605149,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2646,CCR1,DIS_001,CTX_001,0.1788,0.612,1.150459,1.0,1.0,0.0,2.238529,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14007,EIF3L,DIS_001,CTX_001,0.1788,0.5808,0.532317,1.0,1.0,0.0,4.538391,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9095,ATP5MC2,DIS_001,CTX_001,0.1788,0.5806,0.527723,1.0,1.0,0.0,4.551568,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7694,MS4A7,DIS_001,CTX_001,0.1788,0.5954,0.820692,1.0,1.0,0.0,3.460905,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8587,HOGA1,DIS_001,CTX_001,0.1788,0.5922,0.758756,1.0,1.0,0.0,3.690127,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12466,DSTN,DIS_001,CTX_001,0.1788,0.5809,0.535165,1.0,1.0,0.0,4.520204,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4114,CCDC112,DIS_001,CTX_001,0.1788,0.635,1.607952,1.0,1.0,0.0,0.524808,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5957,MAOA,DIS_001,CTX_001,0.1787,0.5694,0.308104,1.0,1.0,0.0,5.356289,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0203,ECE1,DIS_001,CTX_001,0.1787,0.5777,0.473769,1.0,1.0,0.0,4.731919,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6724,NDUFB9,DIS_001,CTX_001,0.1787,0.5783,0.48538,1.0,1.0,0.0,4.68861,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10849,LITAF,DIS_001,CTX_001,0.1787,0.5781,0.482003,1.0,1.0,0.0,4.700261,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9269,LUM,DIS_001,CTX_001,0.1787,0.607,1.055696,1.0,1.0,0.0,2.563376,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10105,GSTZ1,DIS_001,CTX_001,0.1787,0.5782,0.485084,1.0,1.0,0.0,4.687083,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11903,SPAG9,DIS_001,CTX_001,0.1787,0.5849,0.61719,1.0,1.0,0.0,4.194911,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5245,KDELR2,DIS_001,CTX_001,0.1787,0.5667,0.256335,1.0,1.0,0.0,5.537037,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1260,TIMM17A,DIS_001,CTX_001,0.1787,0.5962,0.840842,1.0,1.0,0.0,3.358381,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3923,ITGA1,DIS_001,CTX_001,0.1787,0.5738,0.398592,1.0,1.0,0.0,5.003039,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0682,RPL5,DIS_001,CTX_001,0.1787,0.5665,0.254302,1.0,1.0,0.0,5.540098,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9297,SLC25A3,DIS_001,CTX_001,0.1786,0.5693,0.309482,1.0,1.0,0.0,5.332447,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1234,CFHR4,DIS_001,CTX_001,0.1786,0.5838,0.597237,1.0,1.0,0.0,4.260583,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6243,RBMX2,DIS_001,CTX_001,0.1786,0.6156,1.226898,1.0,1.0,0.0,1.914334,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0769,ATP5PB,DIS_001,CTX_001,0.1786,0.5847,0.615913,1.0,1.0,0.0,4.188636,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10258,UBE3A,DIS_001,CTX_001,0.1786,0.5893,0.705576,1.0,1.0,0.0,3.853917,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7756,PLAAT4,DIS_001,CTX_001,0.1786,0.5945,0.81042,1.0,1.0,0.0,3.46165,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12611,SERINC3,DIS_001,CTX_001,0.1786,0.5774,0.471419,1.0,1.0,0.0,4.722555,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
